[3, 11, 0, 0]:[-6.796829553902253, -6.901179617542416, -6.268173121372948, -6.833238503872527, -6.922674922891409, -6.821025853912456, -6.905484645194549]
[3, 10, 0, 0]:[-4.26850104083468, -3.8304240437990433, -3.942722165885783, -3.8595235714297496, -4.003540591489543, -4.311468843111862, -3.923954904168581]
[3, 9, 0, 0]:[-4.099439450002455, -3.4716194708790797, -3.6708229240896153, -3.6052154044818954, -3.433367183520371, -3.5675174292280794, -3.535911029758748]
[4, 9, 0, 0]:[-3.6420652984819095, -3.478726218304562, -3.479564377191814, -3.5307284196432676, -3.5217295178247876, -3.4880993151979, -3.5331442516480775]
[5, 9, 0, 0]:[-3.235603989979853, -3.212916000752669, -3.1169378501763414, -3.100765662223907, -3.138862824343515, -3.1208436572577187, -3.2364210888424503]
[5, 10, 0, 0]:[-3.258985584873985, -3.3527207640248835, -3.285177266613207, -3.2297178478896784, -3.4758861507332153, -3.487820974784581, -3.4265712698159483]
[5, 11, 0, 0]:[-4.210517259543673, -4.227923513436759, -4.3159879055923644, -4.103004870133131, -4.219933518210711, -4.262342857679716, -4.171244065868603]
[4, 11, 0, 0]:[-4.914649351878589, -4.665882054066685, -4.546594743723981, -4.560150420623803, -4.586679484210135, -4.515787601386304, -4.60987266524643]
[2, 9, 0, 0]:[-3.3511556664334488, -3.4782876064444532, -3.4809898163120385, -3.5259065061613635, -3.476200908290156, -3.4940248102304183, -3.3462934369719246]
[2, 11, 0, 0]:[-5.7527559517401885, -5.7876406893972545, -5.7417327834623295, -5.698426290740855, -5.47602864078791, -5.719152021686683, -5.718281587830677]
[1, 11, 0, 0]:[-5.641510573057785, -5.670938710885494, -5.5720655567393305, -5.537299530889829, -5.295273627171701, -5.548793938712538, -5.574583444437204]
[1, 10, 0, 0]:[-3.7001534659045765, -3.947167891043752, -3.7515932632759785, -3.8243226818976592, -3.6231760871154046, -3.7081117563570043, -3.9249470814251883]
[1, 9, 0, 0]:[-3.692190154913771, -3.851010443813512, -3.775652219494048, -3.697562556210281, -3.8511662986999844, -3.7533030175001842, -3.775333897874101]
[0, 9, 0, 0]:[-4.373756269124294, -4.439889859449488, -4.430791151182479, -4.382096942854805, -4.507287296698575, -4.380758214071154, -4.507292383475907]
[0, 10, 0, 0]:[-4.852848089140679, -4.839829989647983, -4.870450175984412, -4.948794165346036, -4.827594531566387, -5.089870942131526, -4.994908285993912]
[0, 11, 0, 0]:[-5.871705032038691, -5.853924031022474, -5.726254503026974, -5.811326212943941, -5.780090254695736, -5.865643834709344, -5.7764530603599855]
[0, 8, 0, 0]:[-3.608894349758205, -3.500851355995131, -3.6218574957522183, -3.629434597420219, -3.5291229703409264, -3.7189844089331867, -3.533825311213902]
[6, 11, 0, 0]:[-4.224348594674115, -4.2854646500228295, -4.243983340382522, -4.289904003767195, -4.207230419438572, -4.220651606155356, -4.207514127042098]
[7, 11, 0, 0]:[-3.8998179315939288, -3.9298558031601063, -4.0233498970070025, -3.879047485859534, -3.8130927427738346, -3.9795144884191656, -3.8970903872871125]
[6, 10, 0, 0]:[-3.6614690861464823, -3.395238810080913, -3.52015123254099, -3.5087813314024583, -3.461628761481984, -3.4933228141582937, -3.4402260178675315]
[3, 8, 0, 0]:[-3.6836463804000106, -2.616335657130464, -2.7668363054875353, -2.6958295502295915, -2.7313644886302972, -2.9250401408320434, -2.741493073316936]
[4, 8, 0, 0]:[-2.936300113652053, -2.7259309620822134, -2.554998080427712, -2.605609762898537, -2.589697387271516, -2.689215939455784, -2.763079826792266]
[8, 11, 0, 0]:[-3.6194550324326986, -3.7414063354065874, -3.728955046873377, -3.658618514890983, -3.798361931517249, -3.6249698908329506, -3.764961532578508]
[9, 11, 0, 0]:[-3.8629498236483046, -3.8490757778700564, -3.861995881982448, -3.818494916657821, -3.858458990595904, -3.851672505723565, -3.86027531815603]
[9, 10, 0, 0]:[-2.964523201995889, -2.900158907006494, -2.8370878073416996, -2.93330261572432, -2.956748538682855, -3.1585394205755315, -3.056731612874442]
[10, 9, 0, 0]:[-2.6604472779817385, -2.6885825993616113, -2.6638675559303793, -2.6100722709870436, -2.6974200135258246, -2.593393213581677, -2.682573834431594]
[11, 9, 0, 0]:[-2.4631966057381383, -2.5195117545251478, -2.4243478783945154, -2.5305846047468874, -2.5195565651032297, -2.5042498642505704, -2.412574995814039]
[12, 10, 0, 0]:[-2.449930728734983, -2.6047520942941538, -2.7413814350520274, -2.41504453451019, -2.391613157636065, -2.3832880153086884, -2.6405246013640067]
[11, 11, 0, 0]:[-3.754722381339602, -3.6482723454975257, -3.8364702566315754, -3.529462600389899, -3.6919119352709835, -3.661142371833507, -3.5605110281156835]
[10, 11, 0, 0]:[-4.11113987314732, -4.1108371009051, -4.166573450641469, -4.119987268054767, -4.130316278211511, -4.14824126965542, -4.198731820672038]
[7, 10, 0, 0]:[-3.210168580779933, -3.1466852411419097, -3.3652946905666434, -3.1227800840205155, -3.3728465885400762, -3.4067981693215543, -3.2816015928249027]
[6, 9, 0, 0]:[-3.089537001964069, -3.076879262542259, -3.0043275007490937, -3.0879777170486826, -3.140096447577663, -3.0640648354155116, -3.220616957676211]
[4, 10, 0, 0]:[-3.468419711852774, -3.441265564797787, -3.6410459499930097, -3.37622928874908, -3.3312645240383616, -3.4196964637126626, -3.1885766058133953]
[7, 9, 0, 0]:[-2.9601200125431983, -2.9486241827023143, -2.853773582196327, -2.8385612485932987, -2.9158048265771774, -3.0592995728933836, -2.899452017316558]
[8, 9, 0, 0]:[-2.737389615474306, -2.683054817524903, -2.681965278347149, -2.7436770831231687, -2.8386608763157954, -2.662796146280895, -2.7589513055035546]
[8, 8, 0, 0]:[-2.3301454812504123, -2.3430943568212754, -2.3611690466604003, -2.422960620581553, -2.3468793419667158, -2.469521041857069, -2.3863078816193277]
[8, 10, 0, 0]:[-3.0199829627770227, -3.0231883161439064, -3.0187661123296277, -2.9659122774352444, -2.8313871128008645, -2.90585777308337, -2.8755072428853437]
[12, 11, 0, 0]:[-3.1556495673456393, -3.2405811978883774, -3.1556820165220003, -3.2655055533002963, -3.214328348840351, -3.218658057817178, -3.359181521863198]
[13, 11, 0, 0]:[-2.866282176459891, -3.0277210533437993, -2.8985355319920365, -3.0357402308510193, -2.88832508919454, -3.0413909704748114, -2.972121900210432]
[9, 9, 0, 0]:[-2.6209411529174504, -2.49142193642055, -2.6758941079807523, -2.4913589422860296, -2.49795281317248, -2.4989510815556697, -2.542629686725629]
[2, 10, 0, 0]:[-4.223886457252395, -4.204311772757114, -4.183352061170883, -4.156148196250991, -3.9821704232457185, -4.1748023446198435, -4.0811342410963665]
[5, 8, 0, 0]:[-2.1740454231686477, -2.1674650269207745, -2.3064962736926238, -2.2920724453756463, -2.2571239402901986, -2.356340676008705, -2.282395716832797]
[6, 8, 0, 0]:[-2.2960856989355793, -2.276564951853318, -2.3952407834311042, -2.321854496294609, -2.3846557780503517, -2.475615503789503, -2.371953558985635]
[7, 8, 0, 0]:[-2.2315729281802676, -2.1561861474826016, -2.241005736346502, -2.3801301362551253, -2.3168341654946736, -2.3475642793637315, -2.20293955937057]
