[3.0, 12.5, 0, False]:[-14.40687289493857, -14.969980496591353, -14.787213573838734, -14.459653678652467, -13.765926745289754, -14.903190910529261, -14.953687903847156]
[3.5, 12.5, 0, False]:[-13.937739963096888, -13.931702782987546, -14.07779781378291, -13.974896489042855, -12.740487724757172, -14.015931890825096, -13.93424148327913]
[4.0, 12.5, 0, False]:[-13.726181839688886, -13.73404644129238, -13.778888572239683, -13.643363581028908, -12.481522897704824, -13.63581778569894, -13.615385090448617]
[4.75, 12.5, 0, False]:[-13.32149103594149, -13.431652730500012, -13.33411362240192, -13.334359757470882, -13.322499750557633, -13.444765433718946, -13.366395673240572]
[4.0, 12.0, 0, False]:[-12.888419998099216, -12.80786326811687, -12.859233931588957, -12.733385980077408, -12.765166610676102, -12.839764438638964, -12.696048498400463]
[4.0, 12.25, 0, False]:[-11.87580925248313, -11.935941643400762, -11.969594099162649, -12.073431758411202, -12.055277644543459, -11.975796785324231, -11.93087328584559]
[3.0, 12.5, 1, False]:[-13.466282877211793, -14.1124187527715, -13.827264517276486, -13.375287538174323, -13.461680716158964, -14.09809084179827, -14.099871055043938]
[3.0, 12.5, 2, False]:[-12.55231611585728, -13.091448614593421, -12.76922924623035, -12.59654818468426, -12.620404714847858, -12.683248241104431, -13.16370140095759]
[3.0, 12.5, 3, False]:[-11.611245343052834, -11.828404520405796, -11.758306035395437, -11.621566447819793, -11.527990852838016, -11.975359544498948, -12.034534088075127]
[3.5, 12.5, 3, False]:[-10.840047398476196, -10.916478338482719, -11.4309851915793, -10.840705452182444, -10.695500015937998, -10.835467865258808, -10.83702005434925]
[4.0, 12.5, 3, False]:[-10.455559320376869, -10.497101599959779, -10.47709719152551, -10.437201072649541, -10.341406016562939, -10.483759060391728, -10.43555219687319]
[2.5, 12.0, 3, False]:[-10.220529603899262, -10.186340259928144, -10.159749173659783, -10.164732869603053, -10.31841089434641, -10.30137821731304, -10.378055551012705]
[2.0, 11.5, 3, False]:[-9.513787047651048, -9.44685202806338, -9.548226245377696, -9.45693035525937, -9.577440916082113, -9.489765878296465, -9.598390469787214]
[1.5, 11.0, 3, False]:[-8.82106820267742, -8.836776873338499, -8.911457553775914, -8.847155357896092, -8.859804486266484, -8.871149076586992, -8.970808758555178]
[1.0, 10.75, 3, False]:[-8.500624379299884, -8.442456259022888, -8.465216163139345, -8.473954130504668, -8.493167886870127, -8.517370206498141, -8.625439801080192]
[0.5, 10.5, 3, False]:[-8.320265829308541, -8.273836487132932, -8.37975658378559, -8.218900603118193, -8.240980720467512, -8.225432875324907, -8.22798649819993]
[0.0, 10.75, 3, False]:[-9.05984055852098, -9.065324384428962, -9.099759477285545, -9.091950190547136, -9.110682259588872, -9.101443352349202, -9.119997840088669]
[0.0, 11.25, 3, False]:[-9.498924927637821, -9.442922120293348, -9.51933344279133, -9.539638333569883, -9.549054126908434, -9.62484589476285, -9.595080198344458]
[0.0, 11.75, 3, False]:[-10.69901292726048, -10.579962557469766, -10.602481050281348, -10.57669468262898, -10.509531384797569, -10.543355777893833, -10.637257680436221]
[0.0, 12.5, 3, False]:[-12.20586371860496, -12.188705956969354, -12.157027722359857, -12.1774606960083, -12.09347971397907, -12.216443756906484, -12.175387144436797]
[0.5, 12.5, 3, False]:[-11.815183372315767, -11.781491252085786, -12.013102467039218, -11.794254356026682, -11.770230752365357, -11.810320010798431, -11.804642924256013]
[1.0, 12.5, 3, False]:[-11.427569023920999, -11.373133153308373, -11.324418544157174, -11.344481734727482, -11.248034047653167, -11.428180161296408, -11.474339247351569]
[1.5, 12.5, 3, False]:[-11.373669743346118, -11.350455694591384, -11.375597927846695, -11.435918536589213, -11.376665052411946, -11.382764414730413, -11.372680330964696]
[2.0, 12.5, 3, False]:[-11.316177189289567, -11.3229399081462, -11.39980279315637, -11.401452518602722, -11.256783400033216, -11.327187766194626, -11.378702048441527]
[2.5, 12.5, 3, False]:[-11.277051225894528, -11.288789454925535, -11.31863007511895, -11.406044731902826, -11.278370360220167, -11.38070676560526, -11.345758206847865]
[1.5, 10.25, 3, False]:[-8.472832793518887, -8.525225113116765, -8.409482301808623, -8.397186886997913, -8.496629616469846, -8.440043180227429, -8.478064930127651]
[2.0, 10.0, 3, False]:[-8.76996808647064, -8.67277823817222, -8.663954405651069, -8.651516806241746, -8.658955087483884, -8.7135147068866, -8.658843475030796]
