[3.0, 12.5, False]:[-33.1747238476484, -33.06784082947635, -33.04400908902848, -32.90267766277797, -32.69648909283559, -33.253636223597184, -32.902031890390205]
[3.5, 12.5, False]:[-32.876979125029294, -32.21622635046019, -33.0766909572318, -31.94984950561126, -32.0220652365096, -32.02476390352419, -32.04027872311974]
[4.0, 12.5, False]:[-32.530069674936925, -31.360265782640333, -31.457916482633255, -31.372667617336432, -30.32215205029646, -31.362086946009914, -31.45280141923651]
[4.75, 12.5, False]:[-30.84237750339121, -30.73986084824393, -30.742207887786236, -30.709557655593024, -30.784333296681748, -30.727802226458927, -30.805619965245914]
[5.25, 12.5, False]:[-30.12937286208761, -30.12758705525114, -30.099072083437246, -29.63887358093683, -30.074462465113438, -30.067876350628467, -30.061685655971836]
[5.75, 12.5, False]:[-29.460829613888002, -29.471508881971165, -29.714167644005855, -29.475496195404613, -29.333671790283592, -29.45939989569326, -29.461110212878566]
[6.25, 12.5, False]:[-28.812718967664956, -28.934710477069498, -29.1984072415247, -28.80591161542319, -28.470883869319756, -28.881569147852648, -28.781686087693608]
[6.75, 12.5, False]:[-28.153895296704608, -28.204755911071125, -28.528378166844156, -28.169276706014536, -28.195481766788877, -28.200835494340694, -28.19821141650946]
[7.25, 12.5, False]:[-27.677370477491607, -27.68186421729212, -28.186517819579056, -27.60779001483979, -27.677288208165347, -27.674768438516587, -27.686676034884773]
[7.75, 12.5, False]:[-27.279980294645547, -27.404810312524393, -27.458413806803218, -27.400093760558114, -26.087236795975517, -27.42235675890439, -27.372712438996295]
[8.5, 12.5, False]:[-27.13462458461573, -27.078501501127636, -27.472730373314576, -27.150316533352605, -26.56953458689881, -27.10427661242391, -27.049399278775443]
[9.0, 12.5, False]:[-27.12152349830718, -27.15318068806615, -27.21939333531155, -27.081440364336405, -26.938929563165768, -27.114939386923368, -27.198738170670687]
[9.5, 12.0, False]:[-25.80927091739988, -25.909849871032144, -25.836891105797893, -25.901342913397684, -25.881534410648694, -25.580981729260163, -25.982208567274633]
[10.0, 11.5, True]:[-20.599262266691643, -20.899702254833176, -21.017451725556132, -20.679088429647354, -20.604218690716767, -21.04621544969811, -20.589931356089288]
[9.5, 11.0, True]:[-20.191873275677406, -20.16278212712724, -19.954731009914546, -20.588643043049323, -19.981655545490838, -20.19222796256672, -19.981119436698688]
[9.0, 10.75, True]:[-20.49661373112407, -20.744009654790514, -20.528882618975757, -20.510352360653652, -20.476520105763353, -20.810366210145137, -20.457267410293035]
[9.0, 10.5, False]:[-24.703291420244813, -24.977711252491744, -24.854570656833054, -24.83949859977487, -24.880385250429946, -24.836966571971267, -24.86735969810264]
[9.0, 10.25, False]:[-24.687870070678542, -24.798869522637183, -24.950785775409777, -24.687194238867225, -24.687424747958932, -24.68929177953224, -24.714759490080915]
[9.0, 10.0, False]:[-25.15139792561561, -25.251867839576036, -25.275804715477722, -25.250699663567822, -25.313158449956248, -25.281777442410366, -25.221862357760166]
[9.5, 9.75, False]:[-24.886833668966798, -24.854813290869625, -24.906175612591092, -24.849981853135574, -24.234037062416466, -24.96848050497228, -24.870279732702834]
[10.0, 9.75, False]:[-24.728606229168477, -24.706720614521473, -24.731283286093515, -24.721578430272288, -24.68180943956136, -24.674686126417686, -24.71383268459413]
[10.5, 10.0, False]:[-24.36098925515157, -24.291126967706873, -24.352215219610123, -24.308623387167295, -24.32899131780654, -24.298485741326473, -24.310464268608484]
[11.0, 10.5, False]:[-23.395420817194886, -23.435625086330084, -23.47105273751049, -23.436115070560952, -23.50369977185794, -23.426415830803013, -23.374240662565366]
[11.0, 11.25, False]:[-23.758435911441897, -23.881798157690376, -23.774370069485183, -23.770538876827338, -23.736196006880167, -23.743014052297216, -23.828864844642442]
[11.0, 11.75, False]:[-24.60079246898857, -24.49275087843575, -24.614051313503136, -24.54875145626915, -24.560927442556235, -24.40512489046931, -24.414122665595485]
[11.0, 12.5, False]:[-25.109080623271012, -25.045406877066622, -25.972847285173646, -24.991468876315228, -24.944136134912018, -25.149235039785296, -25.17908823091411]
[11.0, 12.0, False]:[-24.459424478529904, -24.50029152596696, -24.430521772853538, -24.376148332654672, -24.45743711063039, -24.518170863802727, -24.43577427732646]
[11.0, 11.5, False]:[-23.928343677809472, -23.959874744265182, -23.92598882503129, -23.929648941071463, -23.919567191315735, -23.980330970239965, -23.926074577669652]
[11.5, 11.0, False]:[-23.184009212489492, -23.057398324420216, -23.251426874290324, -23.07824080824411, -23.14302579330507, -23.10772093382068, -23.081361303408997]
[10.5, 10.75, False]:[-23.76348708719734, -23.729550888220842, -23.667998468260972, -23.748270088937787, -23.73476723117553, -23.695901293230815, -23.79800572887872]
[10.0, 11.5, False]:[-24.989789906496316, -24.897150949347523, -25.00071182008779, -24.935061932089837, -24.9491712220643, -24.882134330378143, -24.88127007961008]
[9.5, 12.5, False]:[-26.91442818797384, -26.93278102501653, -26.936551548237322, -26.89975419133541, -26.831016386359458, -26.947595107233067, -27.083897659515266]
[10.0, 12.5, False]:[-26.34763932582934, -26.430466851818878, -26.41124714669231, -26.3785961795039, -26.248429473226192, -26.387266234699375, -26.43181722628026]
[10.0, 12.0, False]:[-25.61719515402409, -25.714609521188063, -25.74904920559185, -25.4717517589866, -25.570127828740436, -25.575918514335534, -25.562778103631743]
[10.0, 11.0, False]:[-24.50959249241661, -24.536779641414153, -24.374264161979447, -24.638548974411975, -24.665012214286627, -24.62805186155323, -24.575378978395133]
[10.0, 10.75, False]:[-24.426497079720658, -24.459835007341415, -24.42445934878293, -24.42193838452448, -24.060326447056596, -24.40587003978002, -24.520711880767593]
[9.5, 10.25, False]:[-24.24459727033957, -24.206686399624797, -24.302143635537732, -24.291140384364358, -24.201096408130226, -24.335942088691365, -24.24424535512919]
[8.5, 9.75, False]:[-25.939121149093506, -25.825933593769705, -25.9373436419787, -25.806259112292096, -25.81990732368677, -25.83296035252424, -25.879578838889874]
[9.0, 9.75, False]:[-25.365295597314486, -25.343018325095315, -25.38233082635968, -25.04950604440648, -25.254962040239025, -25.290262512263286, -25.294609203958355]
[9.5, 9.5, False]:[-24.845465772835205, -24.860901045787987, -24.880086583507772, -24.82358713913899, -24.786504083294403, -24.80235188731394, -24.89385926658283]
[10.0, 9.5, False]:[-24.72581572369056, -24.79606569776055, -24.77478288281217, -24.780149038680847, -24.760380782150026, -24.750002063396717, -24.73582982158746]
[9.0, 9.5, False]:[-24.998207972458516, -25.072835584320792, -25.074147822293526, -25.00038504055958, -25.065208400363943, -25.048620314547037, -25.040473076029183]
[8.5, 10.0, False]:[-25.37094091815084, -25.454519909149624, -25.53809273860486, -25.424037872065618, -25.372333908378945, -25.409304815632748, -25.37575443563577]
[8.5, 10.5, False]:[-25.75894379378072, -25.71920038294205, -25.736464840529006, -25.73694551613147, -25.644347153626363, -25.73215508354631, -25.762221201702445]
[9.0, 11.0, False]:[-24.803205365176403, -24.597390578783944, -24.663455453600765, -24.800725287249797, -25.10097532433835, -24.82133189098325, -24.63804358690239]
[9.5, 11.25, False]:[-25.60801790624388, -25.566091953873546, -25.595766991370375, -25.010314484006148, -25.616455421442858, -25.662674738013017, -25.63082475371407]
[10.5, 12.5, False]:[-25.828911612702246, -25.914496793135328, -25.97642094644812, -25.74984114084875, -24.158788754091653, -25.750255926955617, -25.77229669999711]
[8.5, 12.0, False]:[-25.711686717698175, -26.291548489527003, -26.37300968809828, -26.28922331496662, -26.27960094982284, -26.267122860491387, -26.18794009085321]
[7.75, 11.5, False]:[-26.188650644510105, -26.209976522125466, -26.245316450317258, -25.028626985312616, -26.280395044139595, -26.120777675787885, -26.120006192401654]
[7.25, 11.0, False]:[-26.12455648599592, -26.315253553527416, -26.229177042976712, -26.048656728833283, -26.05996724825102, -26.13949910525782, -26.6595941366553]
[6.75, 10.75, False]:[-26.929788345628317, -26.93156406718022, -27.023659129736377, -26.966980540200424, -26.979203623223377, -26.976032265880107, -27.19073446272481]
[6.25, 10.5, False]:[-27.703281493335083, -27.780814217831605, -27.861648854281526, -27.718660359140888, -27.721187289947956, -27.73230916951929, -27.79445751384811]
[5.75, 10.0, False]:[-28.020059734348155, -28.060993411870584, -28.024196765466428, -28.011297635051235, -28.046097090057664, -28.041680648068898, -28.046656426718716]
[5.25, 10.0, False]:[-28.447021301112745, -28.394596846842504, -28.39971127117149, -28.16235667525459, -28.361864586311228, -28.394228955666488, -28.42012823406215]
[4.75, 9.75, False]:[-28.64863221856937, -28.724068323376095, -28.677428122147518, -28.64066065282988, -28.660638907185263, -28.783304701432353, -28.650897428173543]
[4.0, 9.5, False]:[-30.170030427681702, -28.459216104248725, -28.37666254129227, -28.440067414975257, -28.33707413704405, -28.52728198004902, -28.38169685653595]
